N,Bal,Brick,Dist,District,Floor,Kitsp,Link,Livesp,Metrdist,NFloor,New,Price,Tel,Totsp,Walk,rooms
4421,1,1,21.856602000114982,6,19,13.5,150690269,18.5,15.0,31,1,5444735,,50.1,1,1.0
4422,1,0,11.100688047128564,6,4,6.0,149410068,18.0,19.0,9,0,5450000,1,33.0,0,1.0
4423,1,0,23.66159975012625,6,10,9.2,150155678,15.0,4.0,10,0,5450000,1,36.0,1,1.0
4424,0,,10.017102056963706,6,1,6.0,149827287,30.8,18.0,5,0,5450000,,44.0,1,2.0
4425,1,0,27.7754095726159,6,3,10.0,148694083,30.0,15.0,17,0,5450000,0,52.0,0,2.0
4426,1,0,19.901122001608133,6,3,8.5,151055985,21.1,14.0,14,0,5450000,1,39.2,1,1.0
4427,1,0,28.025997428340467,6,8,8.0,150997488,30.0,35.0,9,0,5450000,1,57.9,0,2.0
4428,0,1,13.650180814761438,6,2,,150967137,,7.0,7,1,5450172,,40.3,0,1.0
4429,1,1,21.856602000114982,6,15,13.5,150690264,18.4,15.0,31,1,5455094,,50.4,1,1.0
4430,1,1,21.856602000114982,6,4,12.5,150690539,15.5,15.0,23,1,5462537,,43.2,1,1.0
4431,1,1,11.403657511218391,6,3,36.5,143767883,95.5,5.0,24,0,56900000,1,205.2,0,
4432,1,0,9.943079942864625,6,14,9.6,150636225,33.0,10.0,16,0,10600000,1,55.0,1,2.0
4433,1,1,10.900382846558998,6,2,12.0,150784641,28.0,2.0,21,1,10931058,,54.0,1,2.0
4434,1,1,21.856602000114982,6,16,13.5,150690073,18.5,15.0,31,1,5467008,,50.5,1,1.0
4435,0,1,26.286867995369835,6,15,,150494684,58.2,15.0,17,1,5478111,,58.2,1,2.0
4436,1,1,21.856602000114982,6,15,13.4,150690331,18.3,15.0,31,1,5489686,,50.0,1,1.0
4437,1,0,20.76677244524767,6,9,9.0,150452470,19.0,5.0,17,0,5490000,0,39.0,1,1.0
4438,0,0,8.592360421806742,6,1,10.0,147845662,20.0,11.0,12,0,5490000,0,36.0,1,1.0
4439,0,0,17.33178127032776,6,7,6.0,149511112,18.9,5.0,9,0,5500000,0,32.5,1,1.0
4440,0,0,10.373472808125667,6,1,7.0,140533951,19.0,11.0,9,0,5500000,1,33.0,1,1.0
4441,1,0,19.671630417424325,6,8,9.8,150901623,20.0,9.0,22,0,5500000,,39.6,1,1.0
4442,1,0,20.568141853311786,6,7,8.0,149337348,19.0,7.0,17,0,5500000,1,37.0,1,1.0
4443,1,0,24.54665951718411,6,14,10.0,150824196,18.0,5.0,14,0,5500000,1,40.0,1,1.0
4444,0,,23.015177866032662,6,4,9.3,148615747,15.0,5.0,16,0,5500000,,35.0,1,1.0
4445,0,,24.461343136764622,6,5,9.0,150996285,24.0,5.0,12,0,5499999,1,36.0,0,1.0
4446,1,0,11.26890881914951,6,8,6.0,147537634,21.0,21.0,9,0,5500000,1,31.0,1,1.0
4447,1,0,14.312483852568898,6,1,5.9,149582411,21.0,12.0,9,0,5500000,1,34.7,1,1.0
4448,1,1,21.856602000114982,6,19,13.4,150689875,18.5,15.0,31,1,5504020,,49.9,1,1.0
4449,0,1,13.650180814761438,6,3,,150967153,,7.0,7,1,5520000,,40.0,0,1.0
4450,1,1,21.856602000114982,6,4,10.4,150690562,15.6,15.0,23,1,5521720,,40.7,1,1.0
4451,1,1,21.856602000114982,6,3,13.3,150689550,18.2,15.0,31,1,5522880,,49.5,1,1.0
4452,1,1,21.856602000114982,6,16,13.4,150689873,18.5,15.0,31,1,5525952,,50.3,1,1.0
4453,1,1,21.856602000114982,6,20,13.5,150689808,18.5,15.0,31,1,5528298,,50.1,1,1.0
4454,0,1,13.650180814761438,6,5,,150967178,,7.0,7,1,5532052,,38.3,0,1.0
4455,0,1,26.286867995369835,6,5,,150564344,43.9,15.0,17,1,5537305,,43.9,1,1.0
4456,0,1,12.213521397231727,6,6,7.3,150198273,24.6,7.0,19,1,5548500,,41.1,0,2.0
4457,1,0,9.488552083112554,6,3,6.0,149591788,22.0,10.0,5,0,5550000,1,33.0,1,1.0
4458,0,0,23.872251027676977,6,1,8.0,146545596,19.0,7.0,14,0,5550000,,37.0,1,1.0
4459,0,0,10.844331744893896,6,3,5.0,150649119,28.0,7.0,5,0,6500000,1,40.0,1,2.0
4460,1,1,21.023080858619995,6,16,10.0,150512871,19.0,8.0,16,0,7800000,1,39.6,1,1.0
4461,1,1,8.886321860454752,6,3,13.7,148566045,36.0,15.0,20,1,15129274,,66.1,1,2.0
4462,1,1,13.650180814761438,6,5,11.0,151049205,19.0,,7,1,5584000,,36.5,,1.0
4463,0,1,26.286867995369835,6,17,,150494766,59.7,15.0,17,1,5597351,,59.7,1,2.0
4464,0,0,8.467402260277918,6,2,6.0,149387232,19.0,10.0,9,0,5600000,0,33.0,1,1.0
4465,1,,13.577953363051371,6,5,8.0,151056882,18.0,12.0,12,0,5600000,,32.3,1,1.0
4466,0,0,16.075718018919957,6,1,7.5,150120296,19.0,15.0,17,0,5600000,1,37.8,1,1.0
4467,0,0,10.650996950206798,6,2,6.0,148777764,21.4,10.0,9,0,5600000,1,31.6,1,1.0
4468,0,1,12.213521397231727,6,10,7.5,150197694,23.8,7.0,19,1,5609000,,39.5,0,2.0
4469,0,0,12.586679771765786,6,2,,150408818,38.7,11.0,15,1,5611000,,38.7,1,1.0
4470,1,1,21.856602000114982,6,17,15.7,150690514,12.3,15.0,23,1,5612635,,43.7,1,1.0
4471,1,1,21.856602000114982,6,21,10.4,150690704,15.6,15.0,23,1,5620694,,40.7,1,1.0
4472,1,1,21.856602000114982,6,3,18.9,150689899,19.5,15.0,31,1,5631210,,55.3,1,1.0
4473,0,1,26.286867995369835,6,5,,150494639,65.3,15.0,16,1,5634572,,65.3,1,2.0
4474,1,1,21.856602000114982,6,16,6.7,150690153,31.7,15.0,31,1,5648404,,54.5,1,2.0
4475,1,0,19.62936407564677,6,7,8.5,49897133,20.5,10.0,14,0,5650000,1,42.0,1,1.0
4476,0,1,26.286867995369835,6,10,,150494795,62.0,15.0,17,1,5650107,,62.0,1,2.0
4477,0,1,26.286867995369835,6,2,,150494696,66.5,15.0,17,1,5660959,,66.5,1,2.0
4478,0,,12.586679771765786,6,12,11.2,149146841,17.0,11.0,15,0,5662500,0,37.5,1,1.0
4479,0,1,26.286867995369835,6,6,,150494781,65.3,15.0,17,1,5664831,,65.3,1,2.0
4480,1,1,13.650180814761438,6,4,,150967019,,7.0,7,1,5666556,,41.9,0,1.0
4481,1,1,21.856602000114982,6,14,6.7,150690380,31.6,15.0,31,1,5675894,,54.4,1,2.0
4482,0,1,8.985245504416818,6,1,6.0,150967933,20.0,5.0,5,0,5690000,1,31.0,1,1.0
4483,1,0,24.781969332351846,6,10,7.5,149069199,18.9,6.0,17,0,5700000,0,37.6,1,1.0
4484,1,,24.411814566176112,6,4,9.0,149683784,21.0,7.0,7,0,5700000,,39.0,1,1.0
4485,0,0,11.814125452324761,6,1,6.0,150805261,27.0,20.0,5,0,5700000,,42.5,1,2.0
4486,1,0,11.37782103507894,6,4,5.4,149554021,20.2,15.0,5,0,5700000,1,32.0,1,1.0
4487,0,1,12.096569960997162,6,29,30.0,39018947,15.0,5.0,34,0,19600000,0,67.0,0,2.0
4488,1,1,10.900382846558998,6,2,10.0,149792469,17.0,2.0,19,1,6759885,,35.0,1,1.0
4489,1,0,16.962319535389696,6,2,10.0,150743633,44.4,5.0,16,0,12950000,1,73.0,1,3.0
4490,0,0,15.567783305294594,6,9,6.0,149306807,18.8,10.0,9,0,5700000,1,32.6,0,1.0
4491,0,1,12.213521397231727,6,14,4.9,150197808,26.3,7.0,19,1,5733000,,39.0,0,2.0
4492,1,,11.37782103507894,6,4,7.0,150652285,18.0,21.0,5,0,5750000,1,32.0,1,1.0
4493,1,1,21.856602000114982,6,23,12.0,150689856,17.6,15.0,31,1,5764656,,47.9,1,1.0
4494,0,0,11.193791386067774,6,1,8.0,39574541,23.0,10.0,9,0,5799000,1,38.0,1,2.0
4495,0,0,10.373472808125667,6,1,7.0,150811047,19.0,7.0,9,0,5800000,1,33.0,1,1.0
4496,1,0,9.736807406828778,6,6,5.3,150811044,21.2,15.0,9,0,5800000,1,31.5,1,1.0
4497,1,0,15.603596797016754,6,12,7.5,150977797,17.0,7.0,12,0,5800000,1,34.0,1,1.0
4498,0,,25.38295727592634,6,2,10.0,150806561,16.0,10.0,17,0,5800000,1,40.0,1,1.0
4499,1,0,22.601384106808435,6,10,10.0,151004938,20.0,7.0,14,0,5800000,1,40.0,1,1.0
4500,1,0,23.02736683915688,6,11,11.0,50285656,20.0,2.0,22,0,5800000,1,39.0,1,2.0
4501,1,0,23.02736683915688,6,11,11.0,50285449,20.0,2.0,22,0,5800000,1,39.0,1,1.0
4502,1,0,10.639164750890952,6,3,,150913634,19.0,20.0,5,0,5800000,0,31.0,0,1.0
4503,0,1,26.286867995369835,6,4,,150494592,67.8,15.0,16,1,5810400,,67.8,1,2.0
4504,0,1,13.650180814761438,6,2,,150967136,,7.0,7,1,5815320,,43.0,0,1.0
4505,1,1,21.856602000114982,6,21,12.1,150690619,16.7,15.0,23,1,5817050,,45.6,1,1.0
4506,0,0,12.858014396049567,6,6,7.5,148829834,18.0,5.0,9,0,5850000,0,33.2,1,1.0
4507,1,1,21.856602000114982,6,13,13.4,150689562,18.3,15.0,31,1,5855450,,50.0,1,1.0
4508,1,1,25.81377585285102,6,10,10.0,151021918,18.0,5.0,16,0,5870000,,39.0,0,1.0
4509,1,1,21.856602000114982,6,18,13.4,150689568,18.2,15.0,31,1,5886924,,49.3,1,1.0
4510,0,1,13.650180814761438,6,3,,150967150,,7.0,7,1,5892600,,42.7,0,1.0
4511,1,1,21.856602000114982,6,12,13.5,150689483,18.4,15.0,31,1,5897632,,50.4,1,1.0
4512,0,0,17.838300438916608,6,4,6.0,19578646,19.0,11.0,9,0,5900000,1,31.0,1,1.0
4513,1,,24.177160606462568,6,10,9.1,150153011,33.0,10.0,17,0,5900000,1,55.0,0,2.0
4514,1,,24.177160606462568,6,10,9.1,149975603,33.0,20.0,17,0,5900000,,55.0,1,2.0
4515,1,1,8.9156374059569,6,4,10.0,150871381,32.0,3.0,17,0,13600000,1,52.0,1,2.0
4516,1,1,10.88908789914419,6,19,20.0,150104994,79.0,15.0,23,0,30657000,1,125.0,1,3.0
4517,1,0,21.023108373329443,6,9,10.0,149636082,30.5,7.0,17,0,8500000,,53.0,1,2.0
4518,1,0,18.2779598230051,6,9,6.0,140529602,27.0,15.0,9,0,5900000,,46.0,1,2.0
4519,0,,15.210323675835637,6,1,6.0,148743621,20.0,7.0,9,0,5900000,1,32.0,1,1.0
4520,0,1,9.683006002274299,6,2,6.0,150640203,20.0,12.0,9,0,5900000,1,31.0,1,1.0
4521,0,,9.950592869508188,6,1,5.0,150821945,21.5,15.0,9,0,5900000,,31.0,1,1.0
4522,1,0,20.974304667895773,6,17,8.4,149044998,19.0,,17,0,5900000,1,39.0,,1.0
4523,1,1,13.650180814761438,6,3,,150967149,,7.0,7,1,5920200,,42.9,0,1.0
4524,0,,12.586679771765786,6,13,11.7,149146904,19.0,11.0,15,0,5924800,0,36.8,1,1.0
4525,0,1,12.213521397231727,6,12,5.9,150197704,22.6,7.0,19,1,5930500,,40.9,0,2.0
4526,0,1,13.650180814761438,6,2,,150967130,,7.0,7,1,5937036,,43.9,0,1.0
4527,1,1,21.856602000114982,6,16,13.4,150689565,18.2,15.0,31,1,5940891,,49.9,1,1.0
4528,1,0,11.318834214143871,6,5,5.5,44692266,27.0,10.0,5,0,5950000,1,42.0,1,2.0
4529,1,0,25.139946330415032,6,8,8.7,137545711,21.0,8.0,9,0,5950000,1,42.0,1,1.0
4530,0,1,13.650180814761438,6,5,,150967177,,7.0,7,1,5950928,,41.2,0,1.0
4531,1,1,21.856602000114982,6,16,18.6,150689908,19.5,15.0,31,1,5953486,,54.2,1,1.0
4532,1,0,11.607250540431375,6,5,9.7,149287548,19.8,18.0,12,0,5990000,0,35.5,1,1.0
4533,1,0,13.878585064901149,6,5,6.5,148746577,20.0,15.0,9,0,5990000,0,34.9,1,1.0
4534,1,0,21.344046033568596,6,3,9.0,148525321,16.0,5.0,17,0,5990000,1,39.0,0,1.0
4535,1,,23.31209894702041,6,5,8.0,150584303,16.9,15.0,14,0,6000000,1,37.7,1,1.0
4536,1,,27.615183458550412,6,4,8.0,149472999,32.0,10.0,17,0,6000000,0,54.0,0,2.0
4537,1,1,13.650180814761438,6,3,12.0,151049660,21.0,5.0,7,1,6000000,,40.0,0,1.0
4538,1,0,11.567617666598792,6,5,6.0,150808953,32.0,15.0,5,0,6000000,0,45.0,1,2.0
4539,0,,14.294582410212008,6,5,8.0,148121322,18.0,14.0,9,0,6000000,1,35.0,1,1.0
4540,1,,8.967695850882683,6,3,7.0,151033943,19.1,8.0,5,0,6000000,1,30.6,1,1.0
4541,0,0,23.1724113962871,6,4,9.5,150484086,15.0,5.0,17,0,6000000,0,38.0,1,1.0
4542,1,,22.765545533643582,6,8,11.0,150961738,15.0,7.0,12,0,6000000,1,35.0,1,1.0
4543,1,1,13.650180814761438,6,5,11.0,150386823,42.0,15.0,7,1,10381000,,68.3,1,3.0
4544,1,1,26.286867995369835,6,5,10.2,142067922,31.0,15.0,17,1,6500375,,58.3,1,2.0
4545,0,1,10.976706714968326,6,23,15.7,150382318,92.8,15.0,23,0,44400000,1,177.6,0,4.0
4546,1,1,21.856602000114982,6,16,13.5,150689484,18.5,15.0,31,1,6015926,,50.5,1,1.0
4547,1,1,21.856602000114982,6,25,13.4,150690344,18.2,15.0,31,1,6034308,,49.3,1,1.0
4548,0,1,26.286867995369835,6,4,,150494703,70.2,15.0,17,1,6047842,,70.2,1,2.0
4549,1,0,14.548362280148119,6,12,8.0,149003880,17.0,2.0,12,0,6050000,1,32.8,1,1.0
4550,1,0,14.548362280148119,6,12,8.0,150554065,17.0,2.0,12,0,6050000,1,32.8,1,1.0
4551,1,1,21.856602000114982,6,13,7.9,150689948,31.2,15.0,31,1,6056424,,56.0,1,2.0
4552,0,0,24.948982247950962,6,5,8.5,148281227,21.0,4.0,9,0,6080000,,39.0,1,1.0
4553,1,,11.753430112972255,6,9,,150474626,20.0,24.0,19,0,6090000,1,38.0,0,1.0
4554,0,0,11.477614121000148,6,1,8.5,150495124,21.0,15.0,12,0,6100000,1,39.0,1,1.0
4555,1,,11.633638544341439,6,7,10.1,150922732,20.1,19.0,12,0,6100000,,35.4,1,1.0
4556,1,0,11.734681304013225,6,4,6.0,25916680,28.0,7.0,5,0,6100000,0,46.0,0,2.0
4557,1,0,16.32547953615099,6,22,10.0,149794729,21.0,13.0,22,0,6100000,,39.0,1,1.0
4558,0,,11.308526618518794,6,1,6.0,151044463,29.0,7.0,5,0,6100000,,45.0,1,2.0
4559,1,0,19.62936407564677,6,3,8.5,149155823,20.8,8.0,14,0,6100000,1,39.9,1,1.0
4560,1,0,16.902184553175438,6,16,9.6,148767928,20.0,9.0,16,0,6099999,1,41.0,1,1.0
4561,0,0,12.012308640496881,6,1,6.0,143630739,20.0,4.0,5,0,6100000,,32.0,1,1.0
4562,0,0,22.929622937479852,6,10,11.0,150289923,14.0,7.0,12,0,6100000,,34.3,1,1.0
4563,0,1,8.832360944427064,6,1,6.0,149858725,30.0,10.0,5,0,6100000,1,45.0,0,2.0
4564,1,,14.248888868868864,6,7,8.0,148899989,16.6,4.0,12,0,6100000,1,33.0,1,1.0
4565,1,,20.974304667895773,6,13,9.0,150909368,31.0,5.0,17,0,6100000,1,41.0,1,1.0
4566,0,0,9.088629021766154,6,2,5.2,140378762,22.1,17.0,9,0,6100000,1,32.6,1,1.0
4567,1,1,21.856602000114982,6,2,16.6,150690473,11.9,15.0,23,1,6110976,,43.5,1,1.0
4568,1,1,21.856602000114982,6,2,14.8,150690470,13.2,15.0,23,1,6132053,,43.6,1,1.0
4569,1,1,21.856602000114982,6,18,7.6,150689954,31.3,15.0,31,1,6134753,,55.7,1,2.0
4570,0,1,12.213521397231727,6,17,6.9,150198235,31.8,7.0,19,1,6159300,,41.9,0,2.0
4571,0,0,16.25838648971022,6,3,6.5,150485102,27.0,20.0,9,0,7200000,,45.0,1,2.0
4572,1,1,13.650180814761438,6,5,8.2,150527035,13.7,10.0,7,1,5400800,,34.4,1,1.0
4573,1,1,11.097251495233703,6,16,17.0,148503062,78.4,10.0,18,0,35250000,1,141.0,1,3.0
4574,1,1,21.856602000114982,6,16,7.9,150689952,31.3,15.0,31,1,6175877,,56.1,1,2.0
4575,1,0,22.684432531153462,6,10,11.0,150254061,16.0,4.0,12,0,6190000,1,37.0,0,1.0
4576,1,1,21.856602000114982,6,16,18.6,150689886,20.2,15.0,31,1,6198564,,56.4,1,1.0
4577,0,1,10.402443508712924,6,1,6.0,151018787,21.0,15.0,5,0,6200000,1,36.0,1,1.0
4578,0,0,9.252567710119765,6,1,6.0,150895405,31.0,18.0,5,0,6200000,,42.0,1,2.0
4579,1,,7.506932008134689,6,2,6.0,149652060,30.0,15.0,5,0,6200000,,44.0,1,2.0
4580,0,0,13.957785199260545,6,4,6.0,147594525,19.0,5.0,9,0,6200000,1,33.0,1,1.0
4581,0,1,13.650180814761438,6,5,,150967174,,7.0,7,1,6210000,,45.0,0,1.0
4582,1,,23.256453757133237,6,3,7.0,142371057,19.1,5.0,14,0,6250000,,37.4,1,1.0
4583,0,0,13.695560432956096,6,1,5.1,151029778,28.2,7.0,5,0,6250000,0,44.5,1,2.0
4584,1,1,21.856602000114982,6,11,7.5,150689634,31.2,15.0,31,1,6267702,,54.7,1,2.0
4585,1,1,25.81377585285102,6,13,18.0,150492091,20.0,15.0,17,0,6290000,,40.0,1,2.0
4586,1,,27.774240338712566,6,7,12.0,149694767,33.4,,10,0,6300000,,64.0,,2.0
4587,1,1,13.023030206377028,6,3,9.0,150808716,20.0,6.0,12,0,6300000,1,33.0,1,1.0
4588,0,,9.490774165960344,6,2,8.0,150868311,23.0,10.0,9,0,6300000,,38.0,1,2.0
4589,1,0,13.695560432956096,6,4,7.0,148407795,18.0,3.0,5,0,6300000,,33.0,1,1.0
4590,0,0,10.7171070810689,6,1,6.0,150655563,31.0,14.0,5,0,6300000,1,45.0,1,2.0
4591,0,0,14.136896801246534,6,2,7.0,150290874,18.0,3.0,9,0,6300000,1,35.0,0,1.0
4592,1,1,21.841156677982593,6,21,11.2,150151525,15.5,5.0,23,0,6300000,,39.0,0,1.0
4593,1,0,21.398581801165147,6,15,9.0,146179123,18.0,12.0,24,0,6300000,0,39.0,1,1.0
4594,1,0,16.15952070252233,6,15,10.0,149750575,20.0,24.0,16,0,6300000,0,39.0,1,1.0
4595,1,,8.325783479464075,6,2,8.0,148819909,20.4,16.0,5,0,6300000,0,35.0,1,1.0
4596,0,1,26.286867995369835,6,14,,150539073,58.3,15.0,17,1,6309142,,58.3,1,2.0
4597,1,1,21.856602000114982,6,21,12.0,150689538,17.6,15.0,31,1,6315478,,48.2,1,1.0
4598,0,1,12.213521397231727,6,13,7.5,150197805,23.8,7.0,19,1,6335700,,43.1,0,2.0
4599,0,,10.529530291016425,6,16,19.8,150684685,,15.0,33,1,19147500,,76.9,1,2.0
4600,1,1,10.976706714968326,6,16,25.0,150105307,85.0,18.0,23,0,34422500,1,140.5,1,3.0
4601,1,0,14.248018986522837,6,5,6.6,150742380,31.6,5.0,9,0,9500000,,50.0,1,2.0
4602,1,0,25.63326653064587,6,3,9.0,150400151,18.8,18.0,10,0,6349000,0,42.0,0,1.0
4603,0,0,17.06778710745533,6,7,6.5,150254005,28.0,13.0,9,0,6350000,1,45.0,1,2.0
4604,0,0,15.74936381697353,6,3,6.5,149848909,19.0,13.0,9,0,6350000,1,33.0,1,1.0
4605,0,0,11.353514255526319,6,1,9.0,148015628,22.0,10.0,12,0,6350000,1,40.0,1,1.0
4606,0,0,11.353514255526319,6,1,9.0,148015013,22.0,15.0,12,0,6350000,1,40.0,1,1.0
4607,1,1,21.856602000114982,6,16,6.7,150689610,31.7,15.0,31,1,6355130,,54.5,1,2.0
4608,1,0,27.714271812222044,6,5,12.0,149796851,33.6,15.0,14,0,6400000,0,62.0,0,2.0
4609,1,,17.597558588257453,6,4,10.5,150155674,17.4,10.0,22,0,6400000,1,41.0,1,1.0
4610,1,0,27.783545276517962,6,11,11.0,149616597,33.0,15.0,14,0,6400000,1,60.0,0,2.0
4611,1,0,10.512113270989998,6,2,6.0,149521593,34.0,15.0,5,0,6400000,1,46.0,1,2.0
4612,1,0,10.306314870700424,6,4,6.0,148870899,28.0,15.0,5,0,6400000,1,45.0,1,2.0
4613,1,1,21.856602000114982,6,16,7.5,150689644,31.6,15.0,31,1,6446072,,55.3,1,2.0
4614,0,1,26.286867995369835,6,1,,150494822,30.3,15.0,16,1,6448050,,62.3,1,2.0
4615,0,1,12.213521397231727,6,15,6.8,150197812,25.6,7.0,19,1,6452500,,44.5,0,2.0
4616,1,1,13.650180814761438,6,7,,150967025,,7.0,7,1,6460884,,45.9,0,1.0
4617,1,1,21.856602000114982,6,16,8.4,150689931,38.4,15.0,31,1,6467637,,62.3,1,2.0
4618,1,,27.603970802493134,6,17,13.0,150879038,36.0,,18,0,6499000,,64.0,,2.0
4619,0,,10.373472808125667,6,9,7.0,149464990,19.0,11.0,9,0,6500000,1,33.0,1,1.0
4620,0,0,14.615847576026,6,2,8.8,150720381,20.9,10.0,12,0,6500000,1,39.0,1,1.0
4621,1,,15.18366315390655,6,1,6.0,150807472,33.0,11.0,9,0,6500000,1,46.0,1,2.0
4622,1,1,9.073792034664514,6,5,6.0,149787884,18.0,18.0,6,0,6500000,1,33.0,1,1.0
4623,0,0,6.095595422012363,6,4,7.8,150234979,17.6,8.0,5,0,6500000,1,33.4,1,1.0
4624,0,0,7.87203056740867,6,2,5.0,150768472,28.0,11.0,5,0,6500000,1,40.0,0,2.0
4625,0,0,9.872578876830172,6,1,10.0,150646926,16.0,17.0,17,0,6500000,1,37.0,1,1.0
4626,1,1,21.856602000114982,6,25,6.7,150689706,31.7,15.0,31,1,6504814,,54.1,1,2.0
4627,1,1,14.507673333656935,6,16,25.0,140414775,48.0,3.0,28,0,26200000,1,100.0,1,3.0
4628,1,1,8.886321860454752,6,3,13.7,148566045,36.0,15.0,20,1,15129274,,66.1,1,2.0
4629,0,1,12.117413387998907,6,29,8.0,149170636,58.0,5.0,48,0,25990000,0,86.0,0,1.0
4630,1,0,23.125239431006047,6,8,8.5,149482842,19.3,4.0,10,0,6549000,1,39.0,1,1.0
4631,1,0,9.694911053016751,6,6,6.0,149090352,19.0,16.0,9,0,6550000,1,32.0,1,1.0
4632,1,1,21.856602000114982,6,12,10.9,150689734,31.2,15.0,31,1,6566638,,63.5,1,2.0
4633,1,1,21.856602000114982,6,14,10.7,150690167,31.5,15.0,31,1,6580990,,63.5,1,2.0
4634,1,1,21.856602000114982,6,25,13.5,150689490,18.5,15.0,31,1,6589491,,50.1,1,1.0
4635,1,1,24.229750049811912,6,4,9.3,150619945,17.2,5.0,7,0,6600000,1,38.2,1,1.0
4636,0,0,11.463662145694641,6,1,5.5,150914927,28.0,5.0,5,0,6600000,,45.5,1,2.0
4637,1,,16.79467066857559,6,2,9.5,149627033,18.8,10.0,16,0,6600000,1,41.3,1,1.0
4638,1,1,21.856602000114982,6,29,6.7,150690163,31.7,15.0,31,1,6607550,,54.1,1,2.0
4639,1,1,21.856602000114982,6,16,10.8,150690360,31.6,15.0,31,1,6607937,,63.8,1,2.0
4640,1,1,21.856602000114982,6,16,10.9,150690403,31.6,15.0,31,1,6628655,,64.0,1,2.0
4641,1,,13.673237233286775,6,5,8.0,150539140,17.0,12.0,12,0,6670000,,33.0,1,1.0
4642,1,,7.672927218200194,6,9,6.0,150871269,20.0,13.0,10,0,6680000,,34.0,1,1.0
4643,0,1,13.650180814761438,6,1,,150967118,,7.0,7,1,6693920,,42.8,0,1.0
4644,1,1,9.02878809485195,6,2,6.0,150850275,18.0,8.0,5,0,6700000,1,31.0,1,1.0
4645,0,,10.915533983396235,6,2,7.0,151049877,23.0,15.0,12,0,6700000,,38.0,1,2.0
4646,0,0,11.755769765796476,6,11,10.5,150079969,20.5,15.0,12,0,6700000,0,36.0,0,1.0
4647,1,1,21.856602000114982,6,26,7.5,150690435,31.6,15.0,31,1,6730343,,54.9,1,2.0
4648,1,1,21.856602000114982,6,28,6.4,150689988,30.6,15.0,31,1,6732615,,53.2,1,2.0
4649,1,1,13.650180814761438,6,5,12.0,151050052,22.0,5.0,7,1,6750000,,45.0,0,1.0
4650,1,0,25.81377585285102,6,13,10.6,150797473,30.5,15.0,17,0,6750000,0,58.6,0,2.0
4651,0,0,12.59068271872964,6,9,7.0,149411253,33.0,12.0,9,0,6750000,1,45.0,1,2.0
4652,1,1,21.856602000114982,6,2,10.7,150690086,26.3,15.0,31,1,6756554,,67.2,1,1.0
4653,0,0,9.053617336041357,6,1,7.2,149245767,22.0,19.0,9,0,6799000,1,37.1,1,2.0
4654,0,0,15.127639958896008,6,2,8.2,150828475,19.2,8.0,17,0,6800000,1,38.1,1,1.0
4655,1,1,11.532962565555234,6,24,20.0,150236733,113.0,21.0,32,1,37900000,,175.0,1,4.0
4656,0,0,10.844331744893896,6,3,5.0,150649119,28.0,7.0,5,0,6500000,1,40.0,1,2.0
4657,1,1,10.976706714968326,6,6,17.0,145987955,70.0,15.0,23,0,31250000,,125.0,1,3.0
4658,1,0,10.824405670524992,6,5,8.0,150596033,23.0,5.0,9,0,6800000,1,37.0,1,1.0
4659,1,0,10.824405670524992,6,5,8.0,150386640,23.0,5.0,9,0,6800000,1,37.0,1,2.0
4660,1,1,16.24411777451742,6,17,9.0,148671038,20.0,10.0,17,0,6799999,1,38.0,1,1.0
4661,1,0,16.929182806869992,6,21,10.3,150933211,20.0,10.0,22,0,6800000,1,39.0,1,1.0
4662,1,,15.79049017126043,6,5,,149119719,32.0,9.0,9,0,6800000,1,45.0,0,2.0
4663,0,1,12.213521397231727,6,17,4.9,150197824,26.3,7.0,19,1,6809600,,44.8,0,2.0
4664,0,1,26.286867995369835,6,2,,150850163,70.8,15.0,16,1,6821195,,70.8,1,3.0
4665,1,0,9.300786881163866,6,7,8.0,150585855,23.0,7.0,9,0,6849000,0,37.0,1,2.0
4666,0,0,17.31897176771803,6,9,6.0,150886482,28.0,7.0,9,0,6850000,0,45.0,0,2.0
4667,0,,13.479003540911103,6,2,,149627280,29.0,13.0,9,0,6850000,1,45.0,1,2.0
4668,1,1,10.900382846558998,6,9,10.0,150851628,16.0,2.0,21,1,6886999,,35.0,1,1.0
4669,1,0,17.313389917948637,6,21,10.0,150343916,17.5,2.0,22,0,6900000,0,42.0,1,1.0
4670,1,0,15.41388242572687,6,1,6.1,148866002,27.0,13.0,9,0,6900000,1,49.0,1,2.0
4671,1,0,10.835556137853658,6,3,6.5,150900951,23.8,5.0,12,0,6900000,,38.6,1,2.0
4672,1,0,8.860155598046257,6,7,6.0,150740964,25.0,5.0,8,0,6900000,1,35.7,1,2.0
4673,1,,11.732973203693088,6,5,5.2,150237068,30.6,15.0,5,0,6900000,0,45.0,1,2.0
4674,1,,8.400052062855378,6,3,6.0,150736373,27.0,15.0,5,0,6900000,1,42.0,1,2.0
4675,0,0,16.29470329481684,6,2,8.0,142694433,29.0,15.0,9,0,6900000,1,45.0,1,2.0
4676,1,,17.200212585175382,6,1,7.0,149560877,28.0,5.0,9,0,6900000,1,46.0,0,2.0
4677,0,1,12.213521397231727,6,4,7.3,150197641,24.6,7.0,19,1,6927800,,51.7,0,2.0
4678,0,1,13.650180814761438,6,1,,150967029,,7.0,7,1,6944160,,44.4,0,1.0
4679,1,0,11.387457895000756,6,4,6.0,150130178,28.2,2.0,5,0,6950000,0,43.0,1,2.0
